Date,Day,Number of pages,Pages scraped,Number of articles,Section,Titles by page,Number of titles scraped on this page
2001/05/31,星期四,12,10,142,学术动态,"['城镇居民收入分配状况分析', '文化·传统·创新', '在竞争中发展  在开放中创新', '文化传承  历久弥新', '《以目标利润为导向的企业预算管理》', '《中国公司治理原则与国际比较》', '陶行知诞辰110周年', '基金业立法和发展研讨会召开', '“新经济”不等于“知识经济”', '需求管理要与供给管理相结合']",10
2001/05/31,星期四,12,11,142,社会经纬,"['编者的话', '西部青年争当开发先锋', '青岛青少年唱响主旋律', '飞跃在前', '图片报道']",5
2001/05/31,星期四,12,12,142,大地·副刊,"['大人怎样过儿童节', '那个秋季依旧亲近', '献给孩子的歌', '天下纵横', '那情，那景', '乡路遥遥', '东北大饼子', '重走长征路  尽览新景象', '书法']",9
2001/06/01,星期五,12,1,148,要闻,"['北京地区天气预报', '进一步推动村民自治健康发展', '首都举行庆""六一""联欢晚会', '五国元首将来华出席""上海五国""会晤', '没有共产党就没有新华西', '切勿滥题字', '按照""三个代表""的要求  全面推进党建新的伟大工程', '艺术与科学国际作品展在京开幕', '宁夏将开展非公经济普查', '京沪铁路将开行高档列车', '安徽开展捐电脑下乡活动', '南京无障碍设施形成规模', '顺德查获旧电器走私案', '图片报道', '全国各地掀起纪念建党八十周年热潮']",15
2001/06/01,星期五,12,2,148,国内要闻,"['进一步推动村民自治健康发展', '56个民族儿童相聚首都庆""六一""', '西藏整顿规范药品市场', '安徽农民上网交易', '《国家大学科技园""十五""发展规划纲要》发布', '四川开展打假护农行动', '卫生部门举办控烟宣传活动', '呼伦贝尔大做""草""文章', '环保小卫士', '珠海扶持科技型私企', '山东罗庄涌现十七个亿元村', '投我一票有""小费""\u3000民主测评变了味', '重视引进轻创新  核心技术难长进', '学生过节互送礼  过早背上人情债', '建设项目须有绿  图章盖出满城春', '进一步加强税贸协作  严打骗取出口退税']",16
2001/06/01,星期五,12,3,148,国际,"['强化发展中国家地位', '俄中合作前景广阔', '一往情深话友谊', '印巴和谈重现希望', '俄否认美将收购俄导弹', '韩国再向日本首相发出忠告 要求慎处参拜靖国神社问题', '印度批准远程导弹开发计划', '法议会通过反邪教新法案', '巴解高官侯赛尼逝世', '美电脑价格战愈演愈烈', '法前外长迪马被判刑', '民间友好小使者', '图片报道', '瓦希德如履薄冰']",14
2001/06/01,星期五,12,4,148,要闻,"['切实搞好""四五""普法', '按照""三个代表""的要求  全面推进党建新的伟大工程', '徐荣凯任云南省委副书记', '全国法制宣传教育工作会议圆满结束', '解放军四总部向少年儿童祝贺节日', '孩子需要赏识', '图片报道', '""四五""普法要着力抓好四个重要环节', '外交部发言人发表谈话', '吴邦国会见美国客人', '摩洛哥众议院第一副议长将访华', '致公党考察团在浙江农村调研', '人民网推出""中国共产党八十周年""专题', '哥伦比亚副总统贝尔']",14
2001/06/01,星期五,12,5,148,国民经济,"['西部引资：重在找好""接口""', '执行标准不容打折', '购买膨化食品果冻须谨慎', '八达岭社会经济效益双丰收', '北京中药出口止跌回升', '江苏长电股份公司雄踞同行之首', '哈电靠科技创新重振雄风', '洛铁1313人告别干部岗位', '服装界评出年度杰出人物', '九十八种玩具通过安全认证', '厦新与美方合作拓展音响市场', '北控星赛尔公司成立', '平原县改善环境招商引资', '中国北方石材网在夏邱开通', '深发展北京分行推出新服务', '图片报道', '图片报道', 'B股，进一步敞开大门']",18
2001/06/01,星期五,12,6,148,教育·科技·文化,"['大学生思想积极健康向上', '用经济手段推动环保工作', '山里娃用上了电脑', '《中国日报》庆祝创刊二十周年', '全国少儿评选""十大金曲""', '""安康计划西部行""启动', '""每天阅读十分钟""活动启动', '希望工程实施网络远程教育', '农药行业开展打假扶优行动', '书法兰亭奖美术金彩奖揭晓', '妈祖文化与中华传统美德座谈会举行', '《百年中华》再现世纪宏篇', '高教自考奖励金设立', '《中华成语千句文》出版', '新型离子美容面罩问世', '通达康净血仪研制成功', '中国药师周在重庆举行', '飞利浦推出高科技扬声器系统', '紫外水消毒技术杀菌率高', '教育部批准组建攀枝花学院', '集美大学改革管理体制', '邪教：人类祸害  社会毒瘤']",22
2001/06/01,星期五,12,7,148,国际周刊,"['""上海五国""面临历史机遇', '新型国家关系的典范', '维安创举  合作楷模', '""上海五国""ABC', '""上海五国""除中国外其他成员及观察员国示意图']",5
2001/06/01,星期五,12,8,148,体育,"['安美尔赞助泳协支持申奥', '步步高再次赞助中国排球联赛', '全国象棋等级赛在青岛举行', '苏迪曼杯半决赛  中丹狭路相逢', '赛程安排存隐忧', '图片报道', '""京骂""也是垃圾', '深圳队客场狂胜沈阳队', '世界杯外围赛亚洲区十强产生', '中国队取得开门红', '围甲联赛第七轮重庆上海继续领先', '青少年篮球训练营结束', '北京康驰国际赛车场动工', '北京举办家庭趣味游泳赛']",14
2001/06/01,星期五,12,9,148,假日生活周刊,"['儿童消费有点贵', '彩云之南的""小天使""', '让孩子们也去旅游', '少儿用品租赁悄然升温', '去""上帝""家不用准时？', '观光农业  好听好看  不好赚', '图片报道', '布娃娃：别伤了真娃娃']",8
2001/06/01,星期五,12,10,148,广告,['广告'],1
2001/06/01,星期五,12,11,148,国际副刊,"['植树趣俗', '小荷才露尖尖角', '童年乐', '远非儿童乐园的现实世界', '友好款待外商', '唐津行', '动物伤人漫议']",7
2001/06/01,星期五,12,12,148,周末文艺,"['电视电影""百合奖""揭晓', '中国电影童牛奖今天颁奖', '中唱推出建党八十周年经典歌曲纪念金碟', '今夜，聆听""费城之音""和""朗朗""', '""银河之星""，引人入胜', '试开""专题""台如何', '这种娱乐节目太粗俗', '《开心辞典》美中有不足', '青州抔土寄英雄', '艺术与大众趣味的和谐', '山东人鲁岐能拍好《大栅栏》？', '《下辈子还做母子》热映开封县', '《万水千山总是情》以""情""动人', '九州揽胜']",14
2001/06/02,星期六,8,1,80,要闻,"['找准抓住影响国企发展的突出问题', '中外少年儿童在京欢庆""六一""', '图片报道', '把边讲边改务求实效贯穿始终', '李鹏会见摩洛哥第一副议长', '老党员的历史使命', '广西""朝霞工程""基地挂牌', '棉花滩水电站首台机组建成发电', '珠海少儿""拒吸第一支烟""', '乌鲁木齐向""白色污染""宣战', '长春研制出抗低温镍氢电池', '""高黎贡杯""新闻摄影比赛启事', '徐荣凯任云南省代省长', '北京地区天气预报', '安徽优化环境推进经济发展']",15
2001/06/02,星期六,8,2,80,要闻,"['加强领导  落实责任   做好防汛抗旱工作', '开创监所检察工作新局面', '依法从重从快严惩涉枪涉爆犯罪', '大连荣获""全球五百佳""城市称号', '第四批全国重点烈士纪念建筑物保护单位公布', '田纪云会见摩洛哥客人', '胡启立会见日本客人', '哥伦比亚副总统抵深圳', '云南省人大常委会接受李嘉廷辞去云南省省长职务', 'APEC第二次高官会非正式会议举行', '图片报道', '邪教：人类祸害  社会毒瘤']",12
2001/06/02,星期六,8,3,80,国际·体育,"['欧亚经济共同体成立', '庆祝西藏和平解放50周年', '若斯潘论欧盟前途', '""高加索四国""元首会晤', '司马义·艾买提结束访墨', '瓦希德改组内阁', '美计划追加国防开支', '中远集团在美庆祝创建40周年', '北约将在波建七个空军基地', '巴要求欧盟向中东派观察员', '俄航天兵宣告成立', '哈大学纪念孔子诞辰', '中新两国将合作办学', '美军机频繁侦察朝鲜', '美菲举行联合军事演习', '中国足球队抽得上签', '交战顺序对我不利', '印尼队率先闯入苏迪曼杯决赛', '校园足球向何处去']",19
2001/06/02,星期六,8,4,80,专版,"['托起新世纪的希望', '展望新世纪·十堰', '抢抓机遇  加快发展']",3
2001/06/02,星期六,8,5,80,电脑·网络·通信,"['清华同方看好教育电子产品市场', '""实""者""达""之基', '四川电信：知难而上求发展', '网络世界  播种绿色', '信息科技盛会将在上海举行', '首家专业电子商务数据中心诞生', '和诚电子文档管理系统受欢迎', '为汉唐喝彩', '2005年我国电话网络规模将跃居世界首位', '梦醒时分']",10
2001/06/02,星期六,8,6,80,理论,"['建立有中国特色的检察机关预防职务犯罪工作机制', '以创新精神实践""三个代表""的思想', '以德治国是时代要求', '一种人皆可为的实践过程']",4
2001/06/02,星期六,8,7,80,读者来信,"['""特办""违规  ""特事""难成', '白银市 关停非法小煤窑', '桂林市 清查赌博娱乐室', '""《耳闻目睹》摄影比赛""启事', '毁栏毁的是什么？', '三明市：消防站请您来做客', '维护医德的纯洁与神圣', '宣传先进  弘扬正气', '文化垃圾摊上售', '何时才能用上电']",10
2001/06/02,星期六,8,8,80,大地·作品,"['相遇', '父亲的党费', '攀越雪山', '灯', '绿色，人类的生命', '回乡', '构筑心灵城市']",7
2001/06/03,星期日,4,1,63,要闻,"['北京地区天气预报', '海南加快建设生态示范省', '山东省直机关干部竞争上岗', '提升城市综合竞争实力', '图片报道', '中国羽毛球队四捧苏迪曼杯', '感受远程教学', '要求延长对华正常贸易关系', '尼泊尔国王比兰德拉去世', '北京""严打""整治初战告捷', '陕西清理收""红包""现象', '冻干甲肝活疫苗研制成功', '广东食品专项打假成效显著', '福建抓获一批经济犯罪蛀虫', '党的决定就是我的使命', '保护环境从小事做起', '广东企业加大西进开发力度']",17
2001/06/03,星期日,4,2,63,要闻,"['福建省人大开展百村调研', '革命历史题材电视剧《中原突围》拍摄', '《中国共产党人精神读本》出版', '独联体国家首脑会议召开', '要求日本停止歪曲历史', '伊拉克停止出口原油', '巴发表声明强烈谴责', 'APEC2001年第二次高官会开幕', '彭珮云会见法国客人', '纪念本报社论发表50周年', '赵朴初骨灰撒入上海吴淞口', '日本输华货物木质包装疫情复杂违规严重', '国际照相机械影像器材与技术博览会举办', '伊犁重大盗伐天然林案被查处', '图片报道', '北京抢救被占用的文物建筑', '明天气象预报']",17
2001/06/03,星期日,4,3,63,地方新闻,"['图片报道', '河南：紧急赈济去年受灾群众', '深圳：婚前产前将进行艾滋病检查', '柳州：立规矩填""会海""', '瑞安：山区禁毒见成效', '走进新天地', '失误赔偿农民放心', '开发区惠及农民', '福建援助林芝见成效', '""绿色""志愿者在行动', '李老汉热心传技', '新楼淹没旧庄园', '银川提高居民低保线珠海大幅下调医疗费', '李季图书馆在陕西靖边建成', '东南大学祝贺钱钟韩从教六十五载', '南京发现旧石器早期哺乳动物群', '大连外语学院支持京剧艺术', '西双版纳野象数量明显增加', '闽台少年儿童共庆""六一""', '图片报道']",20
2001/06/03,星期日,4,4,63,大地·评论,"['文学与现代人格的建构', '文学——拒绝投机', '强化纪实风格  塑造平民英雄', '弘扬奉献精神  鼓舞民众士气', '意蕴丰厚的""金牌""人生', '文艺评论集《心灵历程》出版', '王书田三步曲出版', '张毓茂作品研讨会举办', '《散文选刊》研讨当代散文']",9
2001/06/04,星期一,12,1,158,要闻,"['江泽民发表讲话表示深切哀悼', '中国共产党党员总数6451万名', '千秋大业  质量第一', '苏州工业园区高速发展', '青海提供8项优惠政策 支持青藏铁路工程建设', '鱼与熊掌可以得兼', '刘庄人就信共产党', '黑龙江社区安置下岗职工二十万', '吉林开展消防宣传教育年活动', '银川大规模拆迁违法违章建筑', '陕西省开展安全生产专项整治', '北京地区天气预报', '结合群众实践加强党的建设 深入基层为百姓办实事好事']",13
2001/06/04,星期一,12,2,158,国内要闻,"['千秋大业  质量第一', '""大锅水""变成""商品水""', '改制激发活力', '积极参加整顿规范市场经济秩序', '规范发展创新是基金业主旋律', '云南实行防汛责任制', '珠海立法保护水域', '昔日污臭汾河滩 化作秀美休闲地', '六盘山盆地油气勘探启动', '云南抚仙湖水下考古展开', '学校借节拉赞助  家长交钱非自愿', '环保罚单难送达  漠视法规怎能行', '木像被疑神显灵  封建迷信几时休', '方便木筷偷偷用  违禁只为贪小利']",14
2001/06/04,星期一,12,3,158,国际,"['世界政要痛悼尼国王', '尼首相呼吁人民保持团结', '王室枪声惊山国', '为了""国家的宝贝""', '法国  严打邪教立新法', '国际社会谴责特拉维夫爆炸事件', '巴勒斯坦厚葬侯赛尼', '印尼警察总长被停职', '菲军方救出九名人质', '孟一教堂发生爆炸惨案', '要求小泉慎重对待参拜神社问题', '苏丹国内和谈又无结果', '贫铀弹确对人体危害严重', '印控克什米尔发生冲突']",14
2001/06/04,星期一,12,4,158,要闻,"['结合群众实践加强党的建设 深入基层为百姓办实事好事', '《华夏故土地图》活动在海南取土', '把整顿规范市场经济秩序工作推向深入', '由博导读博想到的', '""优秀人才大都是共产党员""', '图片报道', '偏关羊群下山来', '外交部发言人发表谈话', '亚太经合组织2001年第二次高官会结束', '统战工作要围绕中心服务大局', '罗豪才会见海外中青年华人企业家访华团', '孙春兰当选中共大连市委书记', '《人民日报好新闻集锦》（1998年）（1999年）出版']",13
2001/06/04,星期一,12,5,158,国民经济,"['拉萨整顿市场秩序见成效', '工行不良贷款率明显下降', '国产手机企业大联盟', '专家呼吁电信业树立新形象', '湖北捣毁制假窝点百余个', '福建加快发展信息产业', '东风载重车产销两旺', '保证人民用药安全有效', '内蒙古电力公司巧卖电', '游乐设施安全状况不容乐观', '牡丹江农业结构调整打绿色牌', '外高桥造船公司承接首批订单', '企业文化论坛与展示将在京举行', '昌黎成为干红葡萄酒生产基地', '京沪高速河北青县主站文明收费', '天津新港海关保护知识产权', '东芝在华成立研发机构', '图片报道', '积极参与合作  促进共同繁荣', '什么是APEC？']",20
2001/06/04,星期一,12,6,158,政治·法律·社会,"['新宁巧用""三十六策""处理农村矛盾', '一剂良方', '着力解决审判工作中存在的问题', '军队百家医院对口支援西部医院', '桂林警方速歼一严重暴力犯罪团伙', '誓言永不变', '《公益时报》创刊发行', '武警交通部队川藏线抢险建功', '社旗县公安局切实加强作风建设', '凌河公安实行""一站式""办证服务', '濮阳加大年轻干部选拔任用力度', '宁夏严肃处理违法违纪干警', '安徽实行新任领导干部廉政谈话', '泉州公开办事制度促廉政勤政', '哈密建立就事论人督查机制', '北京建工造价管理处定期打""预防针""', '战士心中""好党员""', '图片报道']",18
2001/06/04,星期一,12,7,158,国际,"['中国繁荣昌盛惠及东南亚', '中国入世有利于区域合作', '政客忙大选  选民晒太阳', '美国在线要""全球开花""', '有中国特色的社会主义发展顺利', '马里总统会见我驻马使馆人员', '考古专家发现古埃及居民发祥地', '巴拿马发生严重医疗事故', '俄专家发现牛皮癣致病原因', '艾滋病小斗士尼科西去世', '非洲开发银行年会闭幕', '量力而行  滚动发展', '国企改革走出新路', '图片报道']",14
2001/06/04,星期一,12,8,158,体育,"['泰国副总理当选国际羽联主席', '申花胜实德跃居榜首', '中远主场艰难取三分', '全国足球甲级联赛积分榜', '苏杯赛尘埃方落  世锦赛风云再起', '期待好事成双', '首战轻取澳大利亚队', '泰格·伍兹年底将访华', '全国软式排球经销网在京成立', '大连举办全市性业余足球联赛', '中国国际卡丁车锦标赛首站比赛落幕']",11
2001/06/04,星期一,12,9,158,经济周刊,"['非农产业支撑农民增收', '两邮局分别表态', '正视问题才能解决问题', '大旱之年水畅流', '""市府令""碰了一鼻子灰', '我被拒载  我不投诉', '小资料', '北京如何开处方']",8
2001/06/04,星期一,12,10,158,财经广场,"['五城市儿童每月零食消费达百元', '法人股拍卖火了', '信贷资金怎么流入股市', '古镇喜迎APEC', '6月1日后B股资金如何变化', '15亿美元债券走俏海外', '天津口岸化妆品进口显著增长', '建行与德意志银行达成合作意向', '铁西国税加大税收稽查执法力度', '工商银行与中国电信全面合作', '原阳农发行银企效益同步增长', '巨资投向传媒产业', '招行积极支持中美文化交流']",13
2001/06/04,星期一,12,11,158,农村经济,"['生态建设：龙头企业有作为', '让农民成为赢家', '富裕一方农民', '专业合作社受农民欢迎', '图片报道', '开发粮油资源  多层加工增值', '着力提高服务水平', '给养鸡户吃定心丸', '抢占育种科技制高点']",9
2001/06/04,星期一,12,12,158,企业界,"['打造国企航母', '大企业集团贡献突出', '配套改革不可少', '反复""限产""怎么行', '厂商一齐参与  假货无处藏身', '该争就争  该合就合', '国际移动通信展举办', '黄岩罐头集团成为税利大户', 'IBM举办电子商务论坛', '企业认证经验交流会召开', '江铃的差别化战略']",11
2001/06/05,星期二,12,1,153,要闻,"['""三个代表""的模范实践者', '江泽民参观艺术与科学国际作品展', '李鹏会见拉脱维亚议长', '沉痛悼念比兰德拉国王和王后逝世', '李鹏会见法国客人', '国家科教领导小组举办知识讲座', '青藏铁路总指挥部成立', '北京工业系统干部年轻化', '河南开展安全生产大检查', '甘肃重金奖励科技功臣', '中越贸易额10年增长82倍', '""三光镇""变成""闪光城""', '图片报道', '尼泊尔新国王加冕', '尼日尔总统抵京', '北京地区天气预报']",16
2001/06/05,星期二,12,2,153,国内要闻,"['山东抗旱工作全面展开', '46个重点城市环境质量有提高', '党政领导干部不称职将被调整', '贵州省直机关公开招考公务员', '上海将全面治理""污染转移""', '无盖窨井再次惹祸', '重庆全力排除事故隐患', '天津规范建筑市场管理', '海口首次拍卖闲置土地', '下岗职工再就业将获专项援助', '二○○一年记账式国债发行', '珲春出口加工区通过国家验收', '武威百塔寺保护维修工程开工', '片面追求升学率  歧视差生不应该', '高毒农药当街卖  经营销售要控制', '孩子比赛师长忙  智力开发莫变味', '闽江水越来越清澈']",17
2001/06/05,星期二,12,3,153,国际,"['朝要求与美平等对话', '尼首相呼吁国民克制', '韩墨总统举行会谈', '沙特拟增加石油生产', '美将继续试飞高超音速飞机', '哥政府与游击队将交换战俘', '国会山上风满楼', '美与阿非法售武案有牵连', '秘鲁  托莱多当选总统', '美洲国家组织代表大会开幕', '反对在以境内搞袭击', '当务之急是复谈', '贾南德拉']",13
2001/06/05,星期二,12,4,153,要闻,"['明天气象预报', '云南二十万干部深入农村', '惠安着力解决农村关键问题', '《毛泽东与湖南》文献电视片座谈会举行', '图片报道', '发挥人民政协优势  推动首都现代化建设', '全国省报优秀内参评选暨内参工作座谈会召开', '贾庆林会见马来西亚客人', '傅全有与马耳他武装部队司令会谈', '外交部发言人发表谈话', '刘涌犯罪集团案移送检察机关审查起诉', '庆祝中土建交30周年招待会在京举行', '天山北坡的一颗明珠']",13
2001/06/05,星期二,12,5,153,国民经济,"['三部门联合""数字打假""', '安徽取缔非法拆车市场', '图片报道', '管好用好国有土地', '质检总局公布15起造假大案', '酱油四成不合格', '国家林业局要求抗旱保苗', '国内规模最大企业债券发行', 'APEC的组织机构', '沂蒙罗庄成为商家投资新热点', '图片报道', '栾城农网改造成效显著', '邢台轧辊一季度销售收入增三成', '上海通用协办九运会火炬传递', '大连百台海外订购机车投产', '乌洽会将于九月举行', '伟库推出易总管网上管理平台', '农资打假专项行动全面展开']",18
2001/06/05,星期二,12,6,153,教育·科技·文化,"['海南人告别""野味佳肴""', '加强农业生态环境建设和保护', '淮河、太湖流域重点断面水质自动监测周报', '福建推广环保焚烧炉', '""变废为宝""潜力大', '图片报道', '农业部召开座谈会纪念世界环境日', '国家三大科技奖初评项目公布', '南斯拉夫儿童的问候', '专家研讨中国民族关系史', '绿色家庭大型公益活动在京举行', '清华同方推出城域教育网', '""蔡伦科技发明节""将在耒阳举办', '专家在京研讨动画发展趋势', '营造良好的人际空间', '重点城市空气质量预报 今起在中央电视台发布']",16
2001/06/05,星期二,12,7,153,国际,"['营造绿色博鳌', '文化的迁徙与交融', '欧盟东扩与利益之争', '图片新闻', '乌克兰  新总理力主深化改革', '图片报道', '委内瑞拉  大力发展石油工业', '""国际友谊林""项目启动', '廖晓义获澳环境奖', '阿根廷置换债券', '蜜蜂判断距离有高招', '巴西候鸟创飞行新纪录']",12
2001/06/05,星期二,12,8,153,体育,"['名人钓鱼联谊赛在京举行', '中国女排战胜日本队', '九运会火炬传递即将开始', '中国男篮队员微调', '女排从郴州重新起步', '联合会杯足球赛产生四强', '世界乒乓球俱乐部锦标赛结束', '图片报道', '支持北京申办2008年奥运会', '王琳娜获全国女子象棋大师赛冠军']",10
2001/06/05,星期二,12,9,153,理论,"['创新须防认识误区', '强化基层组织的凝聚力、战斗力', '延安整风运动是党的建设史上的一个伟大创举', '为中国人民英勇奋斗的八十年']",4
2001/06/05,星期二,12,10,153,教育,"['发挥老同志的独特优势', '呕心沥血  初衷不改', '为人民利益奋斗不息', '""老战士报告团""深入基层受欢迎', '辽宁老同志关心青少年成长', '大同设立青少年事业发展基金', '安阳开展关心下一代先进村活动', '重庆巴南区有一支老教师宣讲团', '与大学生交朋友', '愿倾余热铸良才', '活跃在社区的老同志']",11
2001/06/05,星期二,12,11,153,社会观察,"['""人间亦自有丹丘""', '当好百姓安居乐业的守护神', '对上对下负责  政策落到实处', '三代人与""高粱米粥""', '寻访辍学生', '工程别留""小尾巴""', '""网吧""发展快  管理应跟上', '河沟污物  游人扫兴', '拆掉旧桥  未建新桥']",9
2001/06/05,星期二,12,12,153,大地·文化纵横,"['""泛舟""月牙湖', '不能忘却的纪念', '激情永恒', '""名人""词典难绝迹', '正本，方能清源', '五月的交响', '张派名旦赵秀君', '文艺美学如何建设与发展', '京城又刮""少林雄风""', '现代京剧《华子良》进京', '少儿歌曲创作评选揭晓', '中国音像协会换届', '中央台推出《八瓣格桑花》', '《并蒂莲》京城开放']",14
2001/06/06,星期三,12,1,153,要闻,"['关键是要为群众办事', '比翼双飞看苏州', '江泽民与尼日尔总统坦贾会谈', '胡锦涛同哥伦比亚副总统会谈', '墨西哥总统福克斯', '卢嘉锡同志逝世', '是党给我新的希望', '北京地区天气预报', '着力提高市民素质']",9
2001/06/06,星期三,12,2,153,国内要闻,"['学习实践""三个代表""重要思想  全面提高金融系统队伍素质', '实行政府工作""末位追究""', '环境污染恶化趋势得到基本控制 生态破坏加剧趋势尚未有效遏制', '清理整顿出租屋专项行动开始', '听取四地执法检查小组汇报', '鼓励青年参加志愿者扶贫接力计划', '今年全国农网改造  投入二百六十三亿', '历史纪录片《重庆大轰炸》在渝首播', '江西广电幼儿园火灾原因查明', '信息技术进课堂  黑板粉笔被替代', '简单漂洗反复用  一次衣物隐患多', '文管部门搞摊派  不买碟片不年检', '环境警示教育图片在京展出', '崂山脚下的""垃圾村""']",14
2001/06/06,星期三,12,3,153,国际,"['埃中友好关系堪称典范', '墨中合作潜力巨大', '共创美好未来', '联合国呼吁加强合作保护环境', '尼新国王下令调查王宫血案', '乌重视中国改革开放经验', '有条件停止袭以行动', '伊拉克停止出口石油', '图片报道', '朝三艘商船通过济州海峡', '哈塔米反对继续""追杀""拉什迪', '印控克什米尔冲突三十一人丧生', '蒙古色楞格省发现口蹄疫', '马南签署军事合作议定书', '塞反政府武装释放一百多名儿童', '南联盟政坛歧见严重']",16
2001/06/06,星期三,12,4,153,要闻,"['为祖国语言的纯洁和健康继续奋斗', '江泽民与尼日尔总统坦贾会谈', 'APEC贸易部长会议各代表团举行双边会谈', '深入开展大中专学生暑期""三下乡""活动', '江主席接受欧盟委员会驻华代表团团长委任书和两国驻华大使国书', '《十五大以来重要文献选编》中册出版发行', '推动""严打""整治斗争和综治工作深入开展', '吴邦国将出访欧洲三国', '迟浩田会见马耳他武装部队司令', '姜春云会见斯洛文尼亚客人', '钱其琛会见海外华人企业家访华团', '李贵鲜率团离京出访欧洲三国', '塔吉克斯坦外长将访华', '本报新闻编排系统、人民网新工作平台正式启用', '石广生会见美国贸易代表']",15
2001/06/06,星期三,12,5,153,国民经济,"['国债市场的重大突破', '工商部门整顿规范市场初战告捷', 'APEC贸易部长会议将审议5项议题', '四月消费者信心指数攀升', '贸易投资自由化和便利化', '道路运输市场秩序：一年明显好转', '流动资金可整贷零还', '配镜别图""立等可取""', '广东千余吨劣质成品油流入贵阳', '处理社保争议有了依据', '图片报道', '深化企业内部改革做好关闭破产工作']",12
2001/06/06,星期三,12,6,153,政治·法律·社会,"['一个坚强的""支点""', '沧州强化""第一责任人""作用', '双辽""包扶工作队""受农民欢迎', '通辽万名干部下基层调研', '固始党员干部群众共致富', '嘉鱼""小分队""进村入户服务群众', '进一步清理要求农民出钱出物出工达标升级活动', '图片报道', '大同不拘一格选拔年轻干部', '图片报道', '大连""严打""整治开局良好', '民盟八届中常会十四次会议举行', '电视专题片《光荣行》摄制完成', '武警信阳支队鼓励官兵学技术', '全州重视加强国防教育', '辽宁收缴非法枪支四千余支', '鹤峰地税局努力加强廉政建设', '着力提高市民素质']",18
2001/06/06,星期三,12,7,153,国际,"['世界加速城市化', '查韦斯亚欧之行富有成果', '改善全球儿童健康和教育', '垃圾变时装', '李光耀对亚洲经济前景表示乐观', '美高科技公司大量裁员', '英经济前景趋暗淡', '法专家建议慎用减肥药', '墨美合造大型望远镜', '日使用海藻制作鱼饲料', '印尼同中国签署海运合作文件', '葡重视发展清洁能源', '阿航陷入困境的启示']",13
2001/06/06,星期三,12,8,153,体育,"['图片报道', '图片报道', '中国队战胜古巴队夺冠', '国家体育总局检查九运会场馆', '世界羽毛球锦标赛揭幕', '中国队击败世界明星联队', '四国女排赛只是小测验', '徐州即将举办亚洲铁人三项赛', '七星国际越野赛重返丽江', '健身气功管理中心昨日挂牌', '谨防好心办坏事', '中国男篮看重美国之行', '北京电信杯桥牌邀请赛举行']",13
2001/06/06,星期三,12,9,153,民主和法制周刊,"['""老公安""摸出""新线索""', '锤炼和考验', '切实维护代表权益', '不如未雨绸缪', '国门卫士', '白山黑水总关情']",6
2001/06/06,星期三,12,10,153,立法与执法,"['铁拳出击  为民除害', '坚决铲除""保护伞""', '""严打""整治在行动', '还人民一方净土', '谨防""二审""变""一审""', '青海  重拳严打""黑社会""', '鞍山  以情战胜""法轮功""', '黑龙江""打黑除恶""成果显著', '扬州警方运用科技搞""严打""', '漳州公安边防政治教育进网络', '潢川交警向科技要警力', '武警西安市支队开展法律咨询', '武警资阳支队""扫黑""立战功', '方城公安""严打""攻势强劲']",14
2001/06/06,星期三,12,11,153,法律与生活,"['关注农村犯罪', '老师  您不能这样', '体罚学生是违法', '警惕""少儿不宜""文化', '合同欺诈手法多', '情系下一代', '东洲警方实行首警负责制', '""圆桌审判""', '""城市畅通的守护者""', '《当代中国妇女权益保障的理论与实践》出版', '成铁警方对辖区展开集中整治', '重庆市检察机关对3名投案自首人员不予起诉', '童言无忌']",13
2001/06/06,星期三,12,12,153,港澳台侨,"['赴港招商：花香更待果实香', '讲实际  重实效', '台湾经济阴霾不散', '台奥委会委员表示将投票给北京', '台湾首季经济增长降至百分之一点零六', '香港推出新标志', '放眼内地市场宽', '澳门与内地就首个司法合作协议达成共识', '第四届全国优秀对台宣传品评选结果揭晓', '图片报道']",10
2001/06/07,星期四,12,1,116,要闻,"['江泽民与墨西哥总统福克斯会谈', '江主席致电表示祝贺', '领导干部要带头依法行政', '江泽民主席致信祝贺亚太经合组织贸易部长会议召开', '""南湖红船圣地行""活动启动', '国务院召开第40次常务会议', '亚太经合组织贸易部长会议开幕', '""洋老板""争当精神文明先进', '环境也是生产力', '北京地区天气预报', '县委书记刹""三风""']",11
2001/06/07,星期四,12,2,116,要闻,"['检察机关办案须严格执行六条规定', '巩固和加强马克思主义的指导地位', '心系百姓的好干部', '环境也是生产力']",4
2001/06/07,星期四,12,3,116,国际,"['美洲国家组织代表大会闭幕', '敦促布什大幅削减核武器', '不负责任的论调', '巴西总统会见司马义·艾买提', '约埃谴责以侵略行径  以决定放宽对巴封锁', '欧佩克暂不调整石油产量', '金大中会见我代表团', '德政界人士批评美对别国搞窃听', '菲律宾  致力稳定得民心', '美国  加紧斡旋巴以冲突', '俄白联盟议会举行会议', '欧元区经济增速减弱', '艾滋病毒感染者逾三千万', '日研究生物功能信息技术', '瑞士银行因受""黑钱""被查', '美民主党夺回参议院控制权', '图片报道', '安南启动生态评估项目']",18
